Day,target,STOCH_slowk,STOCH_slowd,MACD,MACD_hist,CCI_5,CCI_10,CCI_21,CCI_50,MOM_5,MOM_10,MOM_21,RSI_5,RSI_10,RSI_21,RSI_50
2014-09-27,0.0,21.16202394714549,41.836206921916215,-6.216836086049568,8.287388713022104,-103.44921494441954,-70.91966228765986,-132.68537085548624,-89.93241713623344,-2.632019000000014,-57.81402600000001,-104.39401300000003,28.75002382702171,31.929725536240007,32.26786558351445,39.54010434755077
2014-09-28,0.0,10.025556921483805,23.800888154107934,-6.216836086049568,8.287388713022104,-132.71207075077118,-169.8840290647534,-132.68537085548624,-89.93241713623344,-58.609984999999995,-47.25900200000001,-104.39401300000003,20.363432470930526,27.64093132547088,32.26786558351445,39.54010434755077
2014-09-29,0.0,6.07676493696858,12.421448601865954,-6.216836086049568,8.287388713022104,-100.40908335672931,-158.70891912945407,-132.68537085548624,-89.93241713623344,-47.737977,-19.32898,-104.39401300000003,19.809228519726425,27.327999222075043,32.26786558351445,39.54010434755077
2014-09-30,1.0,15.113899756259977,10.405407204904117,-6.216836086049568,8.287388713022104,-43.40481524992584,-97.21854587793959,-132.68537085548624,-89.93241713623344,-24.630004999999983,-21.959992,-104.39401300000003,34.68728220625009,32.9737245381127,32.26786558351445,39.54010434755077
2014-10-01,0.0,24.604463207336703,15.26504263352175,-6.216836086049568,8.287388713022104,-12.966924251190878,-71.53545888223063,-132.68537085548624,-89.93241713623344,-20.809998000000007,-15.206024000000014,-104.39401300000003,32.50095593099231,32.1682991534807,32.26786558351445,39.54010434755077
2014-10-02,0.0,25.78721404663915,21.83519233674527,-6.216836086049568,8.287388713022104,-81.26100180800705,-82.42034024547382,-132.68537085548624,-89.93241713623344,-24.447997999999984,-27.080016999999998,-104.39401300000003,27.034893032109373,30.073718065388917,32.26786558351445,39.54010434755077
2014-10-03,0.0,15.951915022189866,22.1145307587219,-6.216836086049568,8.287388713022104,-162.37524321769743,-113.5386800838939,-132.68537085548624,-89.93241713623344,-17.669006999999965,-76.27899199999996,-104.39401300000003,19.549391191305144,26.572222139468888,32.26786558351445,39.54010434755077
2014-10-04,0.0,6.440884015121749,16.060004361316917,-6.216836086049568,8.287388713022104,-142.01669660674165,-197.1585210664321,-132.68537085548624,-89.93241713623344,-46.60101300000002,-94.33899000000002,-104.39401300000003,11.625026716761917,21.17657127610462,32.26786558351445,39.54010434755077
2014-10-05,0.0,13.352851772706742,11.91521693667278,-6.216836086049568,8.287388713022104,-116.24727138480104,-189.67057479695393,-132.68537085548624,-89.93241713623344,-66.43399,-91.06399499999998,-104.39401300000003,10.21392620575412,19.94934109518605,32.26786558351445,39.54010434755077
2014-10-06,1.0,25.840253271352736,15.211329686393738,-6.216836086049568,8.287388713022104,-60.94548623106692,-115.30174059063869,-132.68537085548624,-89.93241713623344,-53.535979999999995,-74.345978,-104.39401300000003,23.505411474114076,25.4468114349502,32.26786558351445,39.54010434755077
2014-10-07,1.0,42.005123882433026,27.06607630883083,-6.216836086049568,8.287388713022104,-20.318958045204187,-74.31939322356928,-132.68537085548624,-89.93241713623344,-38.884979000000044,-63.33297700000003,-104.39401300000003,31.58615231651829,28.909395283962297,32.26786558351445,39.54010434755077
2014-10-08,1.0,60.0271295337597,42.62416889584848,-6.216836086049568,8.287388713022104,103.61054786373714,-29.26716728422617,-94.05849038489075,-89.93241713623344,-6.5719910000000255,-24.24099799999999,-104.39401300000003,49.77618059657203,37.72404612369236,32.26786558351445,39.54010434755077
2014-10-09,1.0,72.91439111223829,58.315548176143665,-6.216836086049568,8.287388713022104,130.43003814944387,35.187738529205504,-38.202424856073456,-89.93241713623344,36.160004000000015,-10.441009000000008,-59.414000999999985,59.489311105909714,43.35405933423272,35.0671791015248,39.54010434755077
2014-10-10,0.0,79.766075032696,70.90253189289798,-6.216836086049568,8.287388713022104,78.8111208963072,39.24245322273404,-38.63332083372423,-89.93241713623344,41.05200199999996,-25.381988000000035,-33.233978000000036,55.63454533553354,42.14082823731472,34.636382218220156,39.54010434755077
2014-10-11,1.0,73.94583227158942,75.54209947217457,-6.216836086049568,8.287388713022104,46.81615725692432,48.2450206791975,-37.21347015422441,-89.93241713623344,32.220001000000025,-21.31597899999997,-46.60498100000001,56.38614050736829,42.52107914245028,34.8152768218056,39.54010434755077
2014-10-12,1.0,77.75373086845298,77.15521272424613,-6.216836086049568,8.287388713022104,102.40715188601132,90.89342224330018,-9.15910892501786,-89.93241713623344,42.361999000000026,3.477019999999982,-20.272002999999984,70.2682615835982,50.492140482140854,38.69947279583953,39.54010434755077
2014-10-13,1.0,81.97020076655566,77.88992130219935,-6.216836086049568,8.287388713022104,148.53002478047947,123.96287889293258,31.70660750649099,-89.93241713623344,37.47399899999999,30.902007999999967,-11.738007000000039,76.9611803878129,55.49882809665537,41.37754699613754,39.54010434755077
2014-10-14,1.0,86.7642873292308,82.16273965474647,-6.216836086049568,8.287388713022104,122.5628780341615,138.0469193954371,81.83904094267271,-89.93241713623344,35.84399400000001,72.00399800000002,-34.92098999999996,81.5389979890091,59.50838921728955,43.65526011037259,39.54010434755077
2014-10-15,0.0,79.15116237410133,82.62855015662926,-6.216836086049568,8.287388713022104,61.80272392650298,106.97082408778101,73.2905548246485,-89.93241713623344,33.21099800000002,74.26299999999998,-28.431977000000018,71.22368283907358,56.226144297689814,42.64088098291492,39.54010434755077
2014-10-16,0.0,66.24907162089434,77.38817377474216,-6.216836086049568,8.287388713022104,-22.266527793424267,55.616230741703816,48.33114155438113,-89.93241713623344,20.256988999999976,52.47699,-29.018005000000016,54.0857090557869,50.07670109833965,40.65341432254487,39.54010434755077
2014-10-17,1.0,50.63456964977063,65.34493454825544,-6.216836086049568,8.287388713022104,-78.96020308658822,28.45654981761023,43.718935663278174,-89.93241713623344,5.208984999999984,47.57098400000001,-20.666991999999993,55.405379901361165,50.66654166255772,40.937801938842135,39.54010434755077
2014-10-18,1.0,43.27512394450891,53.38625507172463,-6.216836086049568,8.287388713022104,-18.377351684345857,49.986868678551396,71.6155873448885,-89.93241713623344,1.027985000000001,38.50198399999999,-8.078003000000024,63.73459462805958,54.48612858826172,42.77835502855917,39.54010434755077
2014-10-19,0.0,46.26343202431724,46.72437520619892,-6.216836086049568,8.287388713022104,33.67286960804699,49.614290455270755,74.83626136190726,-89.93241713623344,-11.324005,24.51998900000001,12.364990000000034,60.26297000325099,53.35360636303294,42.43573683918591,39.54010434755077
2014-10-20,0.0,47.34982442426909,45.62946013103174,-6.216836086049568,8.287388713022104,-46.90212182028958,-5.60247364020103,51.41445078028201,-89.93241713623344,-11.928008999999975,21.282989000000043,7.377991000000009,48.574072503506805,49.32729752831665,41.21086992240252,39.54010434755077
2014-10-21,1.0,50.18863348203556,47.93396331020728,-5.196584264590911,7.446112427584609,13.686954237405047,-2.6091212389852987,60.621901386744916,-89.93241713623344,3.9190060000000244,24.175995,-0.46899400000000924,54.54428565803624,51.52896344722442,42.16046739327391,39.54010434755077
2014-10-22,0.0,41.02574565114465,46.188067852483094,-4.602626600888641,6.4320560730295036,-67.09650054851356,-52.90837233353832,53.99305774797036,-89.93241713623344,-0.6000060000000076,4.608978999999977,-0.45699999999999363,48.1582835253346,49.351861696895284,41.51704146839728,39.54010434755077
2014-10-23,0.0,30.117125689158893,40.443834940779695,-6.05846443586961,3.9809745904388283,-166.66666666666578,-217.37248102915885,-5.856050922531239,-89.93241713623344,-33.02499399999999,-31.99700899999999,-16.654999000000032,23.024726905694532,36.552865993715805,37.08457561189706,39.54010434755077
2014-10-24,0.0,15.694906776088587,28.945926038797367,-7.135778666286399,2.322928288017632,-108.09107289618706,-198.34617495062102,-31.93846462600473,-89.93241713623344,-31.200988999999993,-42.52499399999999,-1.1669919999999934,22.98110297206315,36.522242955460726,37.07248297628076,39.54010434755077
2014-10-25,0.0,8.964764676703147,18.258932380650197,-8.78190527226775,0.5414413456290248,-98.5780986483409,-160.20183847326084,-64.86944574002109,-89.93241713623344,-35.574005,-47.502013999999974,18.404999000000032,16.84453152247494,31.947674847790232,35.21765395205608,39.54010434755077
2014-10-26,1.0,15.840019747410922,13.499897066734208,-9.378579926272891,-0.04418664670089356,-62.81223867671639,-104.32224790563963,-67.92187033508893,-89.93241713623344,-31.770996000000025,-27.85199,34.19399999999996,32.06473472291318,37.761592235791014,37.424176240614784,39.54010434755077
2014-10-27,0.0,19.56251559579328,14.789100006635772,-9.875990462302354,-0.4332777461842845,-33.532354202052474,-77.80691668717779,-74.38541441751276,-89.93241713623344,-30.168975999999986,-30.768981999999994,22.910004000000015,30.45696293232019,36.9522678314418,37.117893567405815,39.54010434755077
