start,end,duration,round_epochs,loss,accuracy,precision,recall,f1,specificity,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_specificity,lr,lr,u1,u2,dropout,batch_size,epochs,optimizer,activation,dense_neurons,window
08/27/23-065336,08/27/23-065933,357.55205750465393,29,0.6891791224479675,0.5498327612876892,0.533567488193512,0.6895389556884766,0.5960341095924377,0.3200708329677582,0.6902957558631897,0.5370919704437256,0.47537270188331604,0.6432182788848877,0.5382428169250488,0.31058382987976074,5.705106e-19,0.01,128,256,0.5,64,100,Adam,relu,32,50
08/27/23-065934,08/27/23-070303,209.75873041152954,21,0.6902541518211365,0.5525083541870117,0.5456885695457458,0.9351667761802673,0.6858625411987305,0.0579732246696949,0.6904856562614441,0.5192878246307373,0.5095996260643005,0.986842155456543,0.6651940941810608,0.006410256493836641,1.8553914e-10,0.01,128,128,0.3,64,100,Adam,relu,64,50
08/27/23-070304,08/27/23-070727,263.5423319339752,12,0.691811203956604,0.4966542720794678,0.5906320214271545,0.5231282114982605,0.4677751362323761,0.47769230604171753,0.698409378528595,0.4438502788543701,0.4448302686214447,1.0,0.6136299967765808,0.0,0.0003328711,0.01,128,128,0.5,32,100,Adam,relu,64,200
08/27/23-070728,08/27/23-070944,136.47431111335754,20,0.6904355883598328,0.5558528304100037,0.5499675273895264,0.9080529808998108,0.6799628138542175,0.09087731689214706,0.690348207950592,0.5311572551727295,0.5135612487792969,0.9286714196205139,0.6566872000694275,0.0515776127576828,1.3709591e-09,0.01,128,128,0.3,32,100,Adam,elu,32,50
08/27/23-070944,08/27/23-071736,471.7867820262909,16,0.6885573863983154,0.5390334725379944,0.5282377600669861,0.5563557744026184,0.5201720595359802,0.44936880469322205,0.6923121213912964,0.5561497211456299,0.5,0.2409638613462448,0.32520321011543274,0.807692289352417,1.5034393e-06,0.01,256,128,0.3,256,100,Adam,relu,32,200
08/27/23-071736,08/27/23-072016,159.64068412780762,21,0.6874558925628662,0.544481635093689,0.5593311190605164,0.5758256316184998,0.5409842729568481,0.45100703835487366,0.6881155967712402,0.56083083152771,0.29738563299179077,0.32499998807907104,0.31058016419410706,0.732758641242981,1.8553914e-10,0.01,256,128,0.3,256,100,Adam,elu,32,50
08/27/23-072016,08/27/23-073157,700.5462749004364,23,0.6884436011314392,0.5390334725379944,0.5769210457801819,0.5096836090087891,0.5081538558006287,0.5211100578308105,0.6903069615364075,0.5454545617103577,0.4444444477558136,0.09638553857803345,0.1584158092737198,0.9038461446762085,2.5174988e-12,0.001,128,256,0.5,256,100,Adam,elu,64,200
08/27/23-073157,08/27/23-073549,231.41698122024536,28,0.6909425854682922,0.5452755689620972,0.5444262623786926,0.8959259986877441,0.6715524196624756,0.08152856677770615,0.6908761858940125,0.5191256999969482,0.5039216876029968,0.9091270565986633,0.6448096036911011,0.047874581068754196,9.3818445e-18,0.0001,256,128,0.5,32,100,Adam,elu,32,21
08/27/23-073549,08/27/23-074119,330.16412234306335,28,0.6907296776771545,0.5404682159423828,0.5348890423774719,0.8396050333976746,0.6484030485153198,0.12633462250232697,0.6897498965263367,0.5341246128082275,0.5123587250709534,0.8235278725624084,0.6259838938713074,0.15285687148571014,9.3818445e-18,0.0001,128,256,0.5,32,100,Adam,elu,64,50
08/27/23-074119,08/27/23-075513,833.5870232582092,19,0.6879268884658813,0.565055787563324,0.5845911502838135,0.8335855007171631,0.6772760152816772,0.19298212230205536,0.6954085230827332,0.51871657371521,0.4739778935909271,0.786619246006012,0.5889633297920227,0.298871785402298,9.166088e-09,0.001,128,256,0.3,32,100,Adam,elu,32,200
08/27/23-075513,08/27/23-075657,103.50008463859558,20,0.6883463263511658,0.535785973072052,0.5457126498222351,0.5522148013114929,0.5260776877403259,0.46335530281066895,0.6876510381698608,0.5578634738922119,0.2966666519641876,0.31785714626312256,0.30689650774002075,0.7370689511299133,1.3709591e-09,0.01,128,128,0.3,256,100,Adam,elu,64,50
08/27/23-075657,08/27/23-075852,114.67326140403748,30,0.689949095249176,0.5452755689620972,0.5434446334838867,0.8559585213661194,0.6468353867530823,0.1255020946264267,0.6898927092552185,0.5300546288490295,0.5061389803886414,0.8300334811210632,0.6237886548042297,0.13805189728736877,3.1391327e-20,0.0001,128,128,0.3,32,100,Adam,elu,64,21
08/27/23-075852,08/27/23-080130,158.25362825393677,20,0.6893592476844788,0.539130449295044,0.5488831996917725,0.559248149394989,0.5366548299789429,0.4649781286716461,0.6883990168571472,0.56083083152771,0.30000001192092896,0.3107142746448517,0.3052631616592407,0.75,1.3709591e-09,0.001,256,128,0.3,256,100,Adam,elu,32,50
08/27/23-080131,08/27/23-080242,71.50266766548157,21,0.6881536245346069,0.5387139320373535,0.5529050230979919,0.5540886521339417,0.5326303839683533,0.48064124584198,0.6894455552101135,0.5573770403862,0.29801324009895325,0.30821916460990906,0.3030302822589874,0.7227272987365723,1.8553914e-10,0.001,128,256,0.3,256,100,Adam,relu,32,21
08/27/23-080242,08/27/23-084110,2307.3437063694,18,0.6888238787651062,0.5479553937911987,0.5699970126152039,0.7634729743003845,0.6454375982284546,0.23542435467243195,0.6970121264457703,0.5080214142799377,0.46401557326316833,0.6682378649711609,0.5450252890586853,0.37869593501091003,5.54516e-08,0.0001,256,256,0.3,32,100,Adam,elu,32,200
08/27/23-084110,08/27/23-084217,67.20935678482056,20,0.688692033290863,0.5341207385063171,0.5519830584526062,0.5494832396507263,0.5219295620918274,0.4729642868041992,0.6882613301277161,0.562841534614563,0.2987421452999115,0.32534247636795044,0.31147536635398865,0.7090908885002136,1.3709591e-09,0.001,128,256,0.5,256,100,Adam,elu,64,21
08/27/23-084218,08/27/23-084738,320.15286779403687,28,0.6897619962692261,0.5498327612876892,0.5425745248794556,0.8731322884559631,0.6640915274620056,0.11081261187791824,0.6892635226249695,0.5370919704437256,0.5153341889381409,0.850307047367096,0.6360942721366882,0.13484905660152435,9.3818445e-18,0.01,128,256,0.3,32,100,Adam,relu,32,50
08/27/23-084738,08/27/23-085732,593.6961226463318,11,0.6979297399520874,0.535315990447998,0.5922808647155762,0.7397710680961609,0.62270188331604,0.28690147399902344,0.6957663297653198,0.5133689641952515,0.47560644149780273,0.7282516956329346,0.5682011842727661,0.35242727398872375,0.001,0.0001,256,128,0.5,64,100,Adam,elu,64,200
08/27/23-085732,08/27/23-091053,800.7425715923309,12,0.6917478442192078,0.518959105014801,0.6002376675605774,0.591703474521637,0.5794894695281982,0.44028231501579285,0.6964319944381714,0.48128342628479004,0.45520877838134766,0.7640780806541443,0.5657015442848206,0.26409563422203064,0.0003328711,0.0001,256,256,0.5,64,100,Adam,relu,32,200
08/27/23-091053,08/27/23-091203,69.72629189491272,12,0.6911097764968872,0.5321522355079651,0.4604245126247406,0.5354217886924744,0.44197800755500793,0.4827970564365387,0.6926613450050354,0.5163934230804443,0.32205986976623535,0.1986076384782791,0.23728083074092865,0.7720441818237305,0.0003328711,0.01,128,256,0.3,32,100,Adam,relu,32,21
08/27/23-091203,08/27/23-091305,61.6953239440918,12,0.6916916370391846,0.5492125749588013,0.5637334585189819,0.7906169891357422,0.6556007862091064,0.24754118919372559,0.6930152773857117,0.5109289884567261,0.507885217666626,0.9383333325386047,0.6556978225708008,0.025641025975346565,0.0003328711,0.001,128,128,0.5,64,100,Adam,relu,32,21
08/27/23-091305,08/27/23-091528,142.6302719116211,29,0.6905977129936218,0.5426509380340576,0.5432931780815125,0.8793506622314453,0.6681814193725586,0.09921208769083023,0.6905030608177185,0.5300546288490295,0.5154938101768494,0.863921582698822,0.6426723599433899,0.1269230842590332,5.705106e-19,0.001,128,128,0.3,64,100,Adam,relu,32,21
08/27/23-091528,08/27/23-091819,170.95701837539673,29,0.6912598013877869,0.5328084230422974,0.5377396941184998,0.8597376942634583,0.6578889489173889,0.09859050065279007,0.6917505860328674,0.5191256999969482,0.5110565423965454,0.9571428298950195,0.6617344617843628,0.019781144335865974,5.705106e-19,0.01,128,256,0.5,32,100,Adam,relu,64,21
08/27/23-091820,08/27/23-100009,2509.1767416000366,19,0.6896780133247375,0.5397769808769226,0.5679666996002197,0.7343959212303162,0.6346956491470337,0.2549942433834076,0.6957182884216309,0.5080214142799377,0.4575442969799042,0.5856927037239075,0.5089573860168457,0.4416588842868805,9.166088e-09,0.0001,256,256,0.5,32,100,Adam,elu,32,200
08/27/23-100009,08/27/23-100609,359.97167706489563,22,0.689311146736145,0.5397993326187134,0.5253137946128845,0.6080251932144165,0.5438352227210999,0.3879612386226654,0.6870347857475281,0.5519287586212158,0.4310420751571655,0.5289561152458191,0.45405712723731995,0.45104479789733887,2.2720463e-11,0.01,256,256,0.5,64,100,Adam,elu,32,50
08/27/23-100609,08/27/23-100813,123.10605525970459,21,0.6914456486701965,0.5472440719604492,0.5519378185272217,0.9601200222969055,0.6978866457939148,0.03822789713740349,0.6923968195915222,0.5218579173088074,0.5177762508392334,1.0,0.6773502230644226,0.0,1.8553914e-10,0.01,256,128,0.5,64,100,Adam,relu,32,21
08/27/23-100813,08/27/23-101058,165.57572293281555,29,0.6904698014259338,0.5446194410324097,0.5349828600883484,0.890953540802002,0.661599338054657,0.08837143331766129,0.6911174654960632,0.5163934230804443,0.49717259407043457,0.8912280201911926,0.6338152885437012,0.05639730766415596,5.705106e-19,0.001,128,256,0.3,32,100,Adam,relu,32,21
08/27/23-101059,08/27/23-101324,145.24830794334412,29,0.6893385648727417,0.5446194410324097,0.5403504967689514,0.7850096821784973,0.6312828660011292,0.20154021680355072,0.6891883611679077,0.5409836173057556,0.5144396424293518,0.7670746445655823,0.60660320520401,0.22435897588729858,5.705106e-19,0.01,128,128,0.3,64,100,Adam,relu,32,21
08/27/23-101324,08/27/23-101605,160.99300408363342,22,0.6905370354652405,0.5406824350357056,0.5474410653114319,0.8657562136650085,0.6688154339790344,0.11899250745773315,0.6909120678901672,0.5300546288490295,0.5171884894371033,0.9262903332710266,0.6615184545516968,0.07051282376050949,2.2720463e-11,0.001,256,256,0.3,64,100,Adam,relu,64,21
08/27/23-101606,08/27/23-102610,604.3437013626099,11,0.6936319470405579,0.5449814200401306,0.58733069896698,0.8178333044052124,0.6738961338996887,0.20980669558048248,0.7013309001922607,0.5133689641952515,0.4740030765533447,0.7937554717063904,0.5918802618980408,0.2926161587238312,0.001,0.001,256,128,0.5,64,100,Adam,elu,64,200
08/27/23-102610,08/27/23-103232,381.7837347984314,22,0.6918752789497375,0.5458194017410278,0.5488467216491699,0.9689925909042358,0.6965619325637817,0.0165895726531744,0.691062867641449,0.5252225399017334,0.5203877091407776,1.0,0.6765315532684326,0.0,2.2720463e-11,0.01,256,128,0.5,32,100,Adam,relu,64,50
08/27/23-103232,08/27/23-103400,87.20752501487732,20,0.6910037398338318,0.5223097205162048,0.5393441319465637,0.5540327429771423,0.5242071151733398,0.44290295243263245,0.6881459951400757,0.5573770403862,0.29393938183784485,0.3321917951107025,0.3118970990180969,0.6909090876579285,1.3709591e-09,0.0001,256,256,0.5,256,100,Adam,elu,32,21
08/27/23-103400,08/27/23-103447,46.56272292137146,21,0.6909160614013672,0.5347769260406494,0.5516242384910583,0.5935278534889221,0.5579850077629089,0.4265250265598297,0.6884272694587708,0.5546448230743408,0.492397665977478,0.364687979221344,0.3554573655128479,0.6541957855224609,1.8553914e-10,0.0001,128,128,0.5,256,100,Adam,relu,64,21
08/27/23-103447,08/27/23-103655,128.16811227798462,21,0.6906468868255615,0.5551180839538574,0.5564642548561096,0.866952657699585,0.6757104992866516,0.150404691696167,0.6913767457008362,0.5163934230804443,0.5111019611358643,0.9583333134651184,0.6625470519065857,0.01923076994717121,1.8553914e-10,0.001,256,128,0.5,64,100,Adam,relu,64,21
08/27/23-103655,08/27/23-104012,196.23767924308777,20,0.6882105469703674,0.5351170301437378,0.5464568734169006,0.5739457011222839,0.53490149974823,0.43122684955596924,0.6883475184440613,0.5637982487678528,0.29870128631591797,0.3285714387893677,0.3129251301288605,0.732758641242981,1.3709591e-09,0.0001,256,256,0.3,256,100,Adam,relu,32,50
08/27/23-104012,08/27/23-105018,606.3305993080139,11,0.6939406394958496,0.535315990447998,0.5836486220359802,0.8092639446258545,0.6662231087684631,0.21291212737560272,0.7015038728713989,0.4438502788543701,0.44332626461982727,1.0,0.6137587428092957,0.0,0.001,0.001,128,128,0.5,64,100,Adam,relu,32,200
08/27/23-105019,08/27/23-105450,271.80867433547974,29,0.6911739706993103,0.539370059967041,0.5510947108268738,0.8004088401794434,0.6504881978034973,0.19325138628482819,0.6915463209152222,0.5355191230773926,0.5220493674278259,0.9026610851287842,0.660309374332428,0.10986790806055069,5.705106e-19,0.01,256,256,0.3,64,100,Adam,relu,64,21
08/27/23-105451,08/27/23-110832,820.6475763320923,22,0.6906028985977173,0.5518394708633423,0.5513650178909302,0.9888700842857361,0.7034905552864075,0.0073935529217123985,0.6910584568977356,0.5252225399017334,0.5203877091407776,1.0,0.6765315532684326,0.0,2.2720463e-11,0.01,256,256,0.3,32,100,Adam,relu,32,50
08/27/23-110832,08/27/23-112718,1126.1341981887817,17,0.6896081566810608,0.5568773150444031,0.5774555802345276,0.7922719120979309,0.6608760356903076,0.2233695089817047,0.696176290512085,0.5026738047599792,0.46254047751426697,0.6800205111503601,0.54697185754776,0.359251469373703,3.0353917e-07,0.001,256,128,0.3,32,100,Adam,elu,32,200
08/27/23-112718,08/27/23-112851,92.83214950561523,21,0.6900878548622131,0.5196850299835205,0.5417801141738892,0.5290574431419373,0.5141192674636841,0.46857452392578125,0.6881474852561951,0.5710382461547852,0.3044871687889099,0.32534247636795044,0.31456950306892395,0.7227272987365723,1.8553914e-10,0.01,256,128,0.3,256,100,Adam,elu,32,21
08/27/23-112852,08/27/23-113133,161.46964073181152,19,0.6869127750396729,0.5464882850646973,0.5633397698402405,0.5593688488006592,0.5428884029388428,0.4832800328731537,0.6884377598762512,0.56083083152771,0.3029197156429291,0.2964285612106323,0.299638956785202,0.767241358757019,9.166088e-09,0.001,128,256,0.3,256,100,Adam,elu,32,50
08/27/23-113134,08/27/23-113601,267.5838007926941,29,0.6908313632011414,0.5446194410324097,0.5442366003990173,0.9363426566123962,0.6832758784294128,0.04150007665157318,0.6910489797592163,0.5136612057685852,0.5070363879203796,0.9428572058677673,0.6549884080886841,0.020622896030545235,5.705106e-19,0.001,256,128,0.3,32,100,Adam,elu,64,21
08/27/23-113602,08/27/23-114700,658.6750841140747,11,0.6944904327392578,0.5368029475212097,0.5954916477203369,0.7370328307151794,0.643437922000885,0.3032619059085846,0.7006152868270874,0.5347593426704407,0.48971977829933167,0.7481641173362732,0.5880341529846191,0.370943158864975,0.001,0.001,128,128,0.3,64,100,Adam,elu,32,200
08/27/23-114701,08/27/23-120104,842.9979131221771,20,0.6881107091903687,0.5710037350654602,0.5809342861175537,0.856688916683197,0.684606671333313,0.1773184984922409,0.6961855888366699,0.48128342628479004,0.44804778695106506,0.7616192698478699,0.5621495842933655,0.24333178997039795,1.3709591e-09,0.0001,128,256,0.3,32,100,Adam,relu,64,200
08/27/23-120104,08/27/23-120337,153.20020008087158,21,0.688491940498352,0.5471571683883667,0.5680204629898071,0.5420388579368591,0.5333517789840698,0.5053531527519226,0.6879823803901672,0.5637982487678528,0.30281689763069153,0.30714285373687744,0.30496451258659363,0.7586206793785095,1.8553914e-10,0.0001,128,128,0.3,256,100,Adam,elu,32,50
08/27/23-120338,08/27/23-120940,362.19657349586487,13,0.6895992159843445,0.5635687708854675,0.5723581910133362,0.9820168018341064,0.716208815574646,0.0323907695710659,0.7008875608444214,0.4438502788543701,0.43882063031196594,0.9444444179534912,0.5976244807243347,0.036274511367082596,0.00010025884,0.0001,128,128,0.3,32,100,Adam,relu,64,200
08/27/23-120940,08/27/23-121453,313.0010633468628,20,0.6882983446121216,0.5364548563957214,0.5224561095237732,0.5875982642173767,0.5258249640464783,0.3964798152446747,0.6877554655075073,0.5548961162567139,0.4435102045536041,0.528937578201294,0.4624509811401367,0.45917487144470215,1.3709591e-09,0.0001,128,256,0.5,64,100,Adam,elu,64,50
08/27/23-121454,08/27/23-121716,142.1926486492157,19,0.6888052225112915,0.539130449295044,0.5563601851463318,0.5421864986419678,0.5280052423477173,0.48605814576148987,0.6882530450820923,0.5578634738922119,0.3007246255874634,0.2964285612106323,0.29856109619140625,0.7629310488700867,9.166088e-09,0.001,128,256,0.5,256,100,Adam,elu,32,50
08/27/23-121716,08/27/23-122014,177.78704500198364,24,0.6910197138786316,0.5524934530258179,0.552452802658081,0.9752487540245056,0.7030633091926575,0.02468247152864933,0.6917120218276978,0.5218579173088074,0.5177762508392334,1.0,0.6773502230644226,0.0,2.5240153e-13,0.001,256,256,0.5,64,100,Adam,relu,64,21
08/27/23-122014,08/27/23-122535,320.7852551937103,28,0.6903784275054932,0.5478261113166809,0.5457910299301147,0.875954806804657,0.6659204959869385,0.10507071018218994,0.6900349855422974,0.5311572551727295,0.5087714195251465,0.8605921268463135,0.634765088558197,0.1079198345541954,9.3818445e-18,0.01,128,256,0.3,32,100,Adam,elu,64,50
08/27/23-122535,08/27/23-123339,483.65918374061584,11,0.6914476156234741,0.513754665851593,0.5409612655639648,0.5664105415344238,0.5514678359031677,0.4232602119445801,0.6943603157997131,0.46524062752723694,0.42975205183029175,0.6265060305595398,0.5098038911819458,0.3365384638309479,0.001,0.01,256,256,0.5,256,100,Adam,relu,32,200
08/27/23-123339,08/27/23-123605,145.83593821525574,19,0.6881335377693176,0.5431438088417053,0.5616562366485596,0.5698369145393372,0.551540195941925,0.46542951464653015,0.6882284879684448,0.5637982487678528,0.3020833432674408,0.3107142746448517,0.30633801221847534,0.7543103694915771,9.166088e-09,0.01,256,128,0.5,256,100,Adam,elu,32,50
08/27/23-123606,08/27/23-124509,543.07666182518,11,0.6924059391021729,0.5613383054733276,0.5866145491600037,0.9295536279678345,0.7121477127075195,0.10028538107872009,0.700696587562561,0.47593581676483154,0.4489000141620636,0.756511390209198,0.5571603178977966,0.2645934820175171,0.001,0.001,128,128,0.3,64,100,Adam,relu,32,200
08/27/23-124509,08/27/23-125116,367.0487072467804,28,0.6888291239738464,0.5484949946403503,0.5260711908340454,0.6608507633209229,0.5723755359649658,0.34270429611206055,0.6885210871696472,0.56083083152771,0.45127883553504944,0.5591709017753601,0.47968921065330505,0.4429146945476532,9.3818445e-18,0.01,256,128,0.3,64,100,Adam,elu,32,50
08/27/23-125117,08/27/23-125933,496.6837294101715,12,0.6919674277305603,0.5315985083580017,0.594892144203186,0.6564825773239136,0.5789557695388794,0.3677595853805542,0.697477400302887,0.49197861552238464,0.45891842246055603,0.8371381759643555,0.5906885862350464,0.21381886303424835,0.0003328711,0.0001,128,256,0.3,32,100,Adam,elu,32,200
08/27/23-125934,08/27/23-130030,56.87603187561035,20,0.687707781791687,0.5347769260406494,0.5459067821502686,0.4667222797870636,0.471401184797287,0.5769984126091003,0.6898307800292969,0.5273224115371704,0.2901785671710968,0.2226027399301529,0.25193795561790466,0.7863636016845703,1.3709591e-09,0.0001,128,256,0.3,256,100,Adam,relu,64,21
08/27/23-130031,08/27/23-130628,357.42343974113464,12,0.6894543766975403,0.5598512887954712,0.5460519194602966,0.5779932141304016,0.5528619885444641,0.46655118465423584,0.6929147243499756,0.5080214142799377,0.4285714328289032,0.3253012001514435,0.36986294388771057,0.6538461446762085,0.0003328711,0.001,128,256,0.3,256,100,Adam,relu,32,200
08/27/23-130628,08/27/23-131128,299.49489998817444,23,0.6884944438934326,0.5478261113166809,0.5319909453392029,0.663083553314209,0.5781366229057312,0.33837631344795227,0.6875627636909485,0.5667656064033508,0.4548146724700928,0.559058427810669,0.48165056109428406,0.45104479789733887,2.5174988e-12,0.001,256,128,0.5,64,100,Adam,elu,64,50
08/27/23-131128,08/27/23-131525,237.18620944023132,21,0.6888487935066223,0.5505016446113586,0.5343782305717468,0.6203603148460388,0.5576351284980774,0.3960219621658325,0.6881185173988342,0.5667656064033508,0.4483625590801239,0.5019617080688477,0.45512691140174866,0.5139716267585754,1.8553914e-10,0.001,128,128,0.3,64,100,Adam,elu,64,50
08/27/23-131526,08/27/23-131710,103.9394600391388,29,0.6905658841133118,0.5452755689620972,0.5432188510894775,0.9144930243492126,0.6754288077354431,0.06408510357141495,0.6906060576438904,0.5136612057685852,0.5019238591194153,0.904741108417511,0.6418268084526062,0.044086698442697525,5.705106e-19,0.01,128,128,0.3,32,100,Adam,elu,64,21
08/27/23-131710,08/27/23-135913,2522.5584921836853,17,0.6901048421859741,0.570260226726532,0.5794625282287598,0.8692447543144226,0.6903683543205261,0.161072239279747,0.6957460045814514,0.48663100600242615,0.4568506181240082,0.8322901129722595,0.5858511328697205,0.20429503917694092,3.0353917e-07,0.0001,256,256,0.5,32,100,Adam,relu,64,200
08/27/23-135913,08/27/23-140314,241.10382771492004,21,0.6890974640846252,0.5364548563957214,0.5092341303825378,0.6106381416320801,0.5413805246353149,0.3740888833999634,0.6886414289474487,0.5667656064033508,0.4580089747905731,0.5317451357841492,0.4701850116252899,0.4774101674556732,1.8553914e-10,0.0001,128,128,0.5,64,100,Adam,relu,64,50
08/27/23-140314,08/27/23-140722,247.589670419693,29,0.6918229460716248,0.539370059967041,0.5495409369468689,0.8443916440010071,0.6617551445960999,0.14357711374759674,0.691222608089447,0.5218579173088074,0.5174850821495056,1.0,0.6751575469970703,0.0,5.705106e-19,0.0001,256,128,0.5,32,100,Adam,relu,32,21
08/27/23-140722,08/27/23-141021,178.7750482559204,29,0.6890763640403748,0.5413385629653931,0.5005164742469788,0.6122180819511414,0.5337368845939636,0.3860117495059967,0.6882988810539246,0.5546448230743408,0.4427769184112549,0.5254522562026978,0.45356884598731995,0.46511268615722656,5.705106e-19,0.01,128,256,0.3,64,100,Adam,elu,64,21
08/27/23-141021,08/27/23-141219,117.85626149177551,19,0.6909202933311462,0.5485564470291138,0.5572773218154907,0.8686060309410095,0.6763747334480286,0.1472470611333847,0.6927675604820251,0.5327869057655334,0.520061731338501,0.925000011920929,0.6632492542266846,0.07905983179807663,9.166088e-09,0.0001,256,128,0.5,64,100,Adam,relu,32,21
08/27/23-141220,08/27/23-141659,279.17387223243713,20,0.6886812448501587,0.5431438088417053,0.5232787728309631,0.6405202150344849,0.5600355863571167,0.35496553778648376,0.6881162524223328,0.5697329640388489,0.4510376453399658,0.5532251596450806,0.4766496419906616,0.4551098346710205,1.3709591e-09,0.0001,128,256,0.3,64,100,Adam,elu,64,50
08/27/23-141659,08/27/23-141943,163.44660210609436,27,0.6881198287010193,0.5426509380340576,0.54668128490448,0.6293725371360779,0.5515136122703552,0.37532541155815125,0.6882882714271545,0.5409836173057556,0.43254485726356506,0.5427387952804565,0.46619024872779846,0.4263014793395996,1.3959933e-16,0.001,128,256,0.5,64,100,Adam,elu,64,21
08/27/23-141943,08/27/23-142650,427.1407060623169,25,0.6912587881088257,0.5411370992660522,0.546323835849762,0.8763402700424194,0.6689658761024475,0.10249736160039902,0.690643310546875,0.5222551822662354,0.5093945860862732,0.9286714196205139,0.6532058119773865,0.03566768392920494,2.2897347e-14,0.0001,256,128,0.5,32,100,Adam,elu,32,50
08/27/23-142650,08/27/23-143010,199.64755535125732,20,0.6876395344734192,0.5404682159423828,0.5547719597816467,0.5186388492584229,0.5007465481758118,0.5093638896942139,0.688990592956543,0.5489614009857178,0.30000001192092896,0.2678571343421936,0.2830188274383545,0.7844827175140381,1.3709591e-09,0.0001,256,256,0.3,256,100,Adam,relu,64,50
08/27/23-143010,08/27/23-144313,782.4864990711212,12,0.6914225220680237,0.5531598329544067,0.584775984287262,0.8566905856132507,0.6902768611907959,0.16509917378425598,0.7057212591171265,0.48663100600242615,0.45693257451057434,0.835778534412384,0.58925461769104,0.20170705020427704,0.0003328711,0.01,256,256,0.5,64,100,Adam,relu,32,200
08/27/23-144313,08/27/23-145307,593.3376703262329,20,0.6877099871635437,0.535315990447998,0.4757678210735321,0.45270562171936035,0.45325222611427307,0.5721486806869507,0.6888992190361023,0.529411792755127,0.3333333432674408,0.0602409653365612,0.10204079747200012,0.9038461446762085,1.3709591e-09,0.01,128,256,0.3,256,100,Adam,relu,64,200
08/27/23-145307,08/27/23-150025,437.7689597606659,28,0.6908280849456787,0.5505249500274658,0.5486612319946289,0.9601061940193176,0.6936855912208557,0.029150590300559998,0.6910715699195862,0.5109289884567261,0.5081992149353027,0.9571428298950195,0.6589174866676331,0.007575757801532745,9.3818445e-18,0.001,256,256,0.3,32,100,Adam,elu,64,21
08/27/23-150025,08/27/23-150416,231.0541114807129,13,0.6917837858200073,0.5491638779640198,0.5509180426597595,0.9692929983139038,0.698197603225708,0.024586480110883713,0.6924169063568115,0.5252225399017334,0.5203877091407776,1.0,0.6765315532684326,0.0,0.00010025884,0.0001,256,128,0.5,32,100,Adam,relu,32,50
08/27/23-150417,08/27/23-151455,638.244457244873,11,0.6955471634864807,0.5345724821090698,0.590856671333313,0.7325072884559631,0.6366291642189026,0.2883995771408081,0.7032906413078308,0.51871657371521,0.4766639471054077,0.7937554717063904,0.5942009687423706,0.30162516236305237,0.001,0.01,128,256,0.5,64,100,Adam,elu,32,200
08/27/23-151455,08/27/23-151726,150.76479125022888,25,0.6892246603965759,0.5439632534980774,0.507344126701355,0.6163486838340759,0.5387402176856995,0.3875838816165924,0.6881662011146545,0.5546448230743408,0.4314732253551483,0.5062682032585144,0.441678911447525,0.4789821207523346,2.2897347e-14,0.001,128,256,0.3,64,100,Adam,elu,32,21
08/27/23-151726,08/27/23-152103,216.57706356048584,22,0.6886067390441895,0.5464882850646973,0.5552014708518982,0.6303996443748474,0.5743958353996277,0.3930455446243286,0.68723064661026,0.5667656064033508,0.5442857146263123,0.3813706338405609,0.35262513160705566,0.6782915592193604,2.2720463e-11,0.001,256,256,0.3,256,100,Adam,relu,64,50
08/27/23-152103,08/27/23-152325,141.3026258945465,23,0.690554141998291,0.5524934530258179,0.5521993041038513,0.8836342692375183,0.6776309609413147,0.12206196784973145,0.6910785436630249,0.5163934230804443,0.512772798538208,0.9749999642372131,0.6677379608154297,0.006410256493836641,2.5174988e-12,0.0001,256,128,0.3,64,100,Adam,relu,64,21
08/27/23-152325,08/27/23-154749,1463.8738112449646,11,0.6927844882011414,0.5546468496322632,0.5674372315406799,0.9860302209854126,0.7135924100875854,0.010206717997789383,0.6951512694358826,0.4438502788543701,0.4448302686214447,1.0,0.6136299967765808,0.0,0.001,0.001,256,256,0.5,32,100,Adam,relu,32,200
08/27/23-154749,08/27/23-155028,158.93091702461243,23,0.6895734667778015,0.5371237397193909,0.5271720290184021,0.7312779426574707,0.599638819694519,0.23214282095432281,0.6891520619392395,0.5370919704437256,0.494172602891922,0.7176854014396667,0.5733641982078552,0.24623975157737732,2.5174988e-12,0.0001,128,128,0.5,32,100,Adam,elu,64,50
08/27/23-155028,08/27/23-155351,202.15192079544067,20,0.6885781288146973,0.539130449295044,0.549130380153656,0.5740774869918823,0.5412140488624573,0.44332900643348694,0.6883346438407898,0.5637982487678528,0.29807692766189575,0.3321428596973419,0.3141891658306122,0.7284482717514038,1.3709591e-09,0.0001,256,256,0.5,256,100,Adam,relu,64,50
08/27/23-155351,08/27/23-155949,358.14336943626404,22,0.6881420612335205,0.5471571683883667,0.5307466387748718,0.6398263573646545,0.5627380013465881,0.36580491065979004,0.6884784698486328,0.5667656064033508,0.45701685547828674,0.5402922034263611,0.4722406566143036,0.46407678723335266,2.2720463e-11,0.0001,256,256,0.5,64,100,Adam,elu,64,50
08/27/23-155949,08/27/23-160551,361.50103664398193,18,0.6868939399719238,0.540520429611206,0.6432343125343323,0.5082102417945862,0.5016304850578308,0.5259859561920166,0.6897434592247009,0.5454545617103577,0.4444444477558136,0.09638553857803345,0.1584158092737198,0.9038461446762085,5.54516e-08,0.01,128,128,0.3,256,100,Adam,elu,32,200
